cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-06-27,950.00,30410000.00,947.38,24804250.83,22804250.83
dig-03,Castello,2025-06-27,292.65,19493500.00,283.16,8966400.00,5248495.00
dig-07,Fanaco,2025-06-27,677.50,20700000.00,662.36,4889928.00,4303611.00
dig-09,Garcia (M. Francese),2025-06-27,190.00,61000000.00,177.59,19016000.00,13016000.00
dig-17,Piana Degli Albanesi,2025-06-27,609.00,25000000.00,602.90,11156193.53,9156193.53
dig-12,Leone,2025-06-27,828.00,4150000.00,826.31,3289500.00,2039500.00
dig-18,Poma,2025-06-27,195.60,72300000.00,182.10,26275000.00,17669107.00
dig-20,Prizzi,2025-06-27,638.00,9250000.00,632.90,4103274.64,2603274.64
dig-21,Ragoleto,2025-06-27,326.00,17160198.00,316.54,8764493.00,5264205.00
dig-22,Rosamarina,2025-06-27,164.00,73034250.00,145.85,22726346.74,13552850.44
dig-25,Santa Rosalia,2025-06-27,378.05,20000000.00,370.76,12591938.60,7356782.60
dig-26,Scanzano,2025-06-27,517.00,7312775.00,516.14,6554451.83,5417145.80
