cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-05-07,950.00,30410000.00,947.63,25071921.83,23071921.83
dig-03,Castello,2025-05-07,292.65,19493500.00,283.99,9695200.00,6148953.00
dig-07,Fanaco,2025-05-07,677.50,20700000.00,663.12,5310478.00,4724161.00
dig-09,Garcia (M. Francese),2025-05-07,190.00,61000000.00,177.77,19448000.00,13448000.00
dig-17,Piana Degli Albanesi,2025-05-07,609.00,25000000.00,603.29,11324070.97,9324070.97
dig-12,Leone,2025-05-07,828.00,4150000.00,826.47,3361500.00,2111500.00
dig-18,Poma,2025-05-07,195.60,72300000.00,183.23,29382500.00,21264306.50
dig-20,Prizzi,2025-05-07,638.00,9250000.00,633.27,4330388.09,2830388.09
dig-21,Ragoleto,2025-05-07,326.00,17160198.00,317.18,9246192.00,5745904.00
dig-22,Rosamarina,2025-05-07,164.00,73034250.00,145.91,22834576.50,13910744.49
dig-25,Santa Rosalia,2025-05-07,378.05,21080000.00,371.62,13381553.64,8363497.64
dig-26,Scanzano,2025-05-07,517.00,7312775.00,516.74,7078485.58,6039904.90
