cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-05-24,950.00,30410000.00,948.03,25500195.43,23500195.43
dig-03,Castello,2025-05-24,292.65,19493500.00,283.90,9616000.00,5994259.00
dig-07,Fanaco,2025-05-24,677.50,20700000.00,663.18,5344479.00,4758162.00
dig-09,Garcia (M. Francese),2025-05-24,190.00,61000000.00,178.15,20390000.00,14390000.00
dig-17,Piana Degli Albanesi,2025-05-24,609.00,25000000.00,603.27,11697492.34,9697492.34
dig-12,Leone,2025-05-24,828.00,4150000.00,826.42,3339000.00,2089000.00
dig-18,Poma,2025-05-24,195.60,72300000.00,183.04,28860000.00,20505420.00
dig-20,Prizzi,2025-05-24,638.00,9250000.00,633.08,4212864.70,2712864.70
dig-21,Ragoleto,2025-05-24,326.00,17160198.00,317.22,9277119.00,5776831.00
dig-22,Rosamarina,2025-05-24,164.00,73034250.00,146.45,23825727.00,14790881.00
dig-25,Santa Rosalia,2025-05-24,378.05,20000000.00,371.42,13194454.00,8101398.00
dig-26,Scanzano,2025-05-24,517.00,7312775.00,516.80,7132158.00,6057900.00
