cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-08-28,950.00,30410000.00,940.59,17579730.40,15579730.40
dig-03,Castello,2025-08-28,292.65,19493500.00,277.25,4670500.00,952014.00
dig-07,Fanaco,2025-08-28,677.50,20700000.00,658.32,3013932.00,2427615.00
dig-09,Garcia (M. Francese),2025-08-28,190.00,61000000.00,174.63,12445000.00,6445000.00
dig-17,Piana Degli Albanesi,2025-08-28,609.00,25000000.00,601.44,8347045.18,6347045.18
dig-12,Leone,2025-08-28,828.00,4150000.00,825.94,3123000.00,1873000.00
dig-18,Poma,2025-08-28,195.60,72300000.00,179.52,20160000.00,11507240.00
dig-20,Prizzi,2025-08-28,638.00,9250000.00,627.67,1624144.87,124144.87
dig-21,Ragoleto,2025-08-28,326.00,17160198.00,312.77,6173677.00,2673389.00
dig-22,Rosamarina,2025-08-28,164.00,73034250.00,144.16,19788313.00,10626854.00
dig-25,Santa Rosalia,2025-08-28,378.05,20000000.00,368.44,10613120.00,5382564.00
dig-26,Scanzano,2025-08-28,517.00,7312775.00,514.65,5379054.00,4230174.00
